Date,Open,High,Low,Close,Volume
5/29/2009,4.492849827,4.853569984,4.263569832,4.850349903,9459468340
6/30/2009,4.873919964,5.228569984,4.745709896,5.086780071,12676510616
7/31/2009,5.124989986,5.892849922,4.800710201,5.835350037,10943612120
8/31/2009,5.900350094,6.160349846,5.693570137,6.007490158,8166634280
9/30/2009,5.999639988,6.746419907,5.861070156,6.619639874,9991118760
10/30/2009,6.619639874,7.453919888,6.453559875,6.732140064,12956939660
11/30/2009,6.778560162,7.42855978,6.627490044,7.139639854,8457031912
12/31/2009,7.222849846,7.641059875,6.7385602,7.526140213,11395023612
1/29/2010,7.622489929,7.699639797,6.794640064,6.859389782,15169788620
2/26/2010,6.870349884,7.327489853,6.816060066,7.307849884,10777297440
3/31/2010,7.348209858,8.481419563,7.337490082,8.392849922,12155825332
4/30/2010,8.481780052,9.730699539,8.312490463,9.324629784,12367299532
5/28/2010,9.422849655,9.567130089,7.11605978,9.174280167,18084148292
6/30/2010,9.274629593,9.964630127,8.649990082,8.98320961,16653455784
7/30/2010,9.082130432,9.499629974,8.55712986,9.187490463,15671095580
8/31/2010,9.301420212,9.438559532,8.41285038,8.68212986,9589913704
9/30/2010,8.838210106,10.52610016,8.79570961,10.13389969,11852999452
10/29/2010,10.21949959,11.39280033,9.920350075,10.7493,12246209248
11/30/2010,10.79360008,11.47500038,10.63430023,11.11250019,9510202968
12/31/2010,11.25959969,11.66639996,11.24610043,11.52000046,6976164916
1/31/2011,11.63000011,12.44999981,11.60130024,12.11859989,10843077588
2/28/2011,12.18929958,13.03209972,12.06140041,12.61460018,9295903736
3/31/2011,12.6953001,12.91679955,11.65209961,12.4467001,11302988620
4/29/2011,12.53960037,12.68319988,11.43430042,12.50459957,9254771288
5/31/2011,12.49069977,12.56529999,11.76500034,12.42249966,6912055108
6/30/2011,12.45960045,12.57610035,11.08930016,11.98820019,9266498332
7/29/2011,11.99820042,14.44639969,11.93570042,13.94569969,10654569884
8/31/2011,14.20639992,14.26780033,12.60779953,13.7439003,16142748636
9/30/2011,13.77929974,15.10210037,13.08860016,13.61859989,11979381400
10/31/2011,13.58460045,15.23929977,12.65139961,14.45639992,13142440864
11/30/2011,14.19320011,14.57139969,12.97570038,13.64999962,8967041888
12/30/2011,13.66209984,14.61030006,13.48859978,14.46430016,6309377228
1/31/2012,14.62139988,16.36569977,14.60709953,16.30279922,6861301776
2/29/2012,16.37179947,19.55750084,16.21360016,19.37280083,11370753772
3/30/2012,19.57749939,22.19459915,18.43639946,21.41250038,15584489900
4/30/2012,21.4939003,23,19.82139969,20.85639954,15594382272
5/31/2012,20.88929939,21.31279945,18.64929962,20.63319969,11106846380
6/29/2012,20.32710075,21.07139969,19.58930016,20.85709953,7857683064
7/31/2012,20.88319969,22.13820076,20.35709953,21.81279945,8910343792
8/31/2012,21.9965992,24.31679916,21.4375,23.75860023,8277088344
9/28/2012,23.77709961,25.18099976,23.42860031,23.82509995,9199248688
10/31/2012,23.96999931,24.16959953,20.98929977,21.26140022,12143090484
11/30/2012,21.36499977,21.53569984,18.0625,20.90279961,12930640744
12/31/2012,21.20179939,21.23530006,17.90110016,19.00620079,12135874744
1/31/2013,19.77930069,19.82139969,15.53569984,16.26749992,13123656000
2/28/2013,16.39679909,17.3192997,15.63070011,15.76430035,9344347852
3/28/2013,15.64280033,16.78389931,14.96430016,15.80930042,9177539532
4/30/2013,15.78209972,15.90180016,13.75360012,15.81359959,10965035452
5/31/2013,15.87360001,16.63389969,14.96070004,16.06200027,9450569296
6/28/2013,16.09749985,16.22960091,13.88819981,14.16180038,7021304472
7/31/2013,14.3817997,16.33359909,14.32929993,16.16180038,6540605988
8/30/2013,16.27689934,18.3477993,16.18779945,17.40060043,8059459940
9/30/2013,17.61070061,18.13999939,15.97210026,17.02680016,8635946508
10/31/2013,17.08749962,19.25889969,17.08139992,18.66790009,7837739644
11/29/2013,18.71500015,19.94029999,18.29929924,19.85960007,5225952704
12/31/2013,19.92860031,20.54050064,19.24279976,20.03639984,7058251200
1/31/2014,19.84569931,20.00709915,17.62680054,17.87849998,8814802780
2/28/2014,17.95030022,19.68530083,17.83209991,18.79430008,5894219240
3/31/2014,18.6935997,19.60709953,18.67180061,19.16930008,5007400860
4/30/2014,19.20569992,21.40819931,18.26180077,21.07460022,6436327604
5/30/2014,21.14279938,23.0060997,20.72599983,22.60709953,5736502576
6/30/2014,22.64139938,23.76250076,22.23209953,23.23250008,4828932820
7/31/2014,23.37999916,24.86000061,23.14249992,23.89999962,4141637728
8/29/2014,23.72500038,25.72500038,23.31999969,25.625,3748317848
9/30/2014,25.76499939,25.93499947,24.03499985,25.1875,6111750596
10/31/2014,25.14749908,27.01000023,23.79500008,27,5441120488
11/28/2014,27.05500031,29.9375,26.93000031,29.73250008,3281886916
12/31/2014,29.70249939,29.8125,26.56500053,27.59499931,4295103448
1/30/2015,27.84749985,30,26.15749931,29.29000092,5221054452
2/27/2015,29.51250076,33.40000153,29.02000046,32.11500168,4546141972
3/31/2015,32.3125,32.56999969,30.40749931,31.10750008,4554567640
4/30/2015,31.20499992,33.63499832,30.77499962,31.28750038,3984542044
5/29/2015,31.52499962,33.24250031,30.84000015,32.56999969,3816608504
6/30/2015,32.79999924,32.84749985,31.12000084,31.35630035,3514427364
7/31/2015,31.72500038,33.24250031,29.80500031,30.32500076,4233122788
8/31/2015,30.375,30.64249992,23,28.19000053,6429149068
9/30/2015,27.53750038,29.22249985,26.84000015,27.57500076,4826189332
10/30/2015,27.26749992,30.30500031,26.82749939,29.875,4454815316
11/30/2015,29.96750069,30.95499992,27.75,29.57500076,3002562292
12/31/2015,29.6875,29.96500015,26.20499992,26.31500053,3690505036
1/29/2016,25.65250015,26.46249962,23.09749985,24.33499908,5087392348
2/29/2016,24.11750031,24.72249985,23.14749908,24.17250061,3243450188
3/31/2016,24.41250038,27.60499954,24.35499954,27.24749947,2984545864
4/29/2016,27.19499969,28.09749985,23.12750053,23.43499947,3489534492
5/31/2016,23.49119949,25.18250084,22.36750031,24.96500015,3604579072
6/30/2016,24.75499916,25.47249985,22.875,23.89999962,3122520940
7/29/2016,23.87249947,26.13750076,23.59250069,26.05249977,2743118452
8/31/2016,26.10250092,27.55750084,26,26.52499962,2520514268
9/30/2016,26.53499985,29.04500008,25.63249969,28.26250076,3880386952
10/31/2016,28.17749977,29.67250061,28.06999969,28.38500023,2747656896
11/30/2016,28.36499977,28.44249916,26.02000046,27.62999916,2886219868
12/30/2016,27.59119987,29.50419998,27.0625,28.95499992,2435086580
1/31/2017,28.95000076,30.61000061,28.69000053,30.33749962,2253324640
2/28/2017,31.75749969,34.36999893,31.75250053,34.24750137,2299874188
3/31/2017,34.47249985,36.125,34.26250076,35.91500092,2248364856
4/28/2017,35.92750168,36.36500168,35.01499939,35.91249847,1493216360
5/31/2017,36.27500153,39.16249847,36.06750107,38.18999863,2616091604
6/30/2017,38.29249954,38.99499893,35.54999924,36.00500107,2736712144
7/31/2017,36.22000122,38.49750137,35.60250092,37.18249893,1688047324
8/31/2017,37.27500153,41.13000107,37.10250092,41,2644275652
9/29/2017,41.20000076,41.23500061,37.29000092,38.52999878,2721768368
10/31/2017,38.56499863,42.41249847,38.11500168,42.25999832,2017164472
11/30/2017,42.46749878,44.06000137,41.31999969,42.96250153,2402653484
12/29/2017,42.48749924,44.29999924,41.61500168,42.30749893,2124736232
1/31/2018,42.54000092,45.02500153,41.17499924,41.85749817,2638717760
2/28/2018,41.79119873,45.15380096,37.56000137,44.52999878,3711577892
3/29/2018,44.63499832,45.875,41.23500061,41.94499969,2854909788
4/30/2018,41.97000122,44.73410034,40.15750122,41.31499863,2665440588
5/31/2018,41.6026001,47.59249878,41.31750107,46.71749878,2483904824
6/29/2018,46.99779892,48.54999924,45.18249893,46.27750015,2110497460
7/31/2018,45.95500183,48.99000168,45.85499954,47.57249832,1575375524
8/31/2018,49.78250122,57.21749878,49.32749939,56.90750122,2801275348
9/28/2018,57.10250092,57.41749954,53.82500076,56.43500137,2715888160
10/31/2018,56.98749924,58.36750031,51.52249908,54.71500015,3158992272
11/30/2018,54.76250076,55.59000015,42.56499863,44.64500046,3845287788
12/31/2018,46.11500168,46.23500061,36.64749908,39.43500137,3595668028
1/31/2019,38.72249985,42.25,35.5,41.61000061,3312396716
2/28/2019,41.74000168,43.96749878,41.48249817,43.28749847,1890162892
3/29/2019,43.56999969,49.42250061,42.375,47.48749924,2603925536
4/30/2019,47.90999985,52.11999893,47.09500122,50.16749954,2024471248
5/31/2019,52.47000122,53.82749939,43.74750137,43.76750183,2957826292
6/28/2019,43.90000153,50.39250183,42.56750107,49.47999954,2060875072
7/31/2019,50.79249954,55.34249878,49.60250092,53.25999832,1895828484
8/30/2019,53.47499847,54.50749969,48.14500046,52.18500137,2732009500
9/30/2019,51.60749817,56.60499954,51.05500031,55.99250031,2189633952
10/31/2019,56.26750183,62.4375,53.78300095,62.18999863,2490606800
11/29/2019,62.38499832,67,62.29000092,66.8125,1795689012
12/31/2019,66.81749725,73.49250031,64.07250214,73.41249847,2395485460
1/31/2020,74.05999756,81.96250153,73.1875,77.37750244,2940051432
2/28/2020,76.07499695,81.80500031,64.09249878,68.33999634,3020892924
3/31/2020,70.56999969,76,53.15250015,63.57249832,6281326928
4/30/2020,61.625,73.63249969,59.22499847,73.44999695,3266123232
5/29/2020,71.5625,81.05999756,71.46250153,79.48500061,2806640088
6/30/2020,79.4375,93.09500122,79.30249786,91.19999695,3243603560
7/31/2020,91.27999878,106.4150009,89.14499664,106.2600021,3020454756
8/31/2020,108.1999969,131,107.8929977,129.0399933,4070343744
9/30/2020,132.7599945,137.9799957,103.0999985,115.8099976,3886793083
10/30/2020,117.6399994,125.3899994,107.7200012,108.8600006,2895317580
11/30/2020,109.1100006,121.9899979,107.3199997,119.0500031,2123372382
12/31/2020,121.0100021,138.7890015,120.0100021,132.6900024,2323295253
1/29/2021,133.5200043,145.0899963,126.3820038,131.9600067,2240876988
2/26/2021,133.75,137.8769989,118.3899994,121.2600021,1834022593
3/31/2021,123.75,128.7200012,116.2099991,122.1500015,2650845211
4/30/2021,123.6600037,137.0700073,122.4899979,131.4600067,1889956694
5/28/2021,132.0399933,134.0700073,122.25,124.6100006,1711935110
6/30/2021,125.0800018,137.4100037,123.1299973,136.9600067,1606590029
7/30/2021,136.6000061,150,135.7599945,145.8600006,1919127917
8/31/2021,146.3600006,153.4900055,144.5,151.8300018,1463302097
9/30/2021,152.8300018,157.2599945,141.2700043,141.5,1797948421
10/29/2021,141.8999939,153.1649933,138.2700043,149.8000031,1565079040
11/30/2021,148.9850006,165.6999969,147.4799957,165.3000031,1691028845
12/31/2021,167.4799957,182.1300049,157.8000031,177.5700073,2445627956
1/31/2022,177.8300018,182.9400024,154.6999969,174.7799988,2109283280
2/28/2022,174.0099945,176.6499939,152,165.1199951,1629275348
3/31/2022,164.6950073,179.6100006,150.1000061,174.6100006,2180882413
4/29/2022,174.0299988,178.4900055,155.3800049,157.6499939,1687873175
5/31/2022,156.7100067,166.4799957,132.6100006,148.8399963,2401040455
6/30/2022,149.8999939,151.7400055,129.0399933,136.7200012,1749297959
7/29/2022,136.0399933,163.6300049,135.6600037,162.5099945,1447364668
8/31/2022,161.0099945,176.1499939,157.1399994,157.2200012,1510324936
9/30/2022,156.6399994,164.2599945,138,138.1999969,2084775201
10/31/2022,138.2100067,157.5,134.3699951,153.3399963,1868381344
11/30/2022,155.0800018,155.4499969,134.3800049,148.0299988,1724948219
12/30/2022,148.2100067,150.9199982,125.8700027,129.9299927,1675731304
1/31/2023,130.2799988,147.2299957,124.1699982,144.2899933,1443652725
2/28/2023,143.9700012,157.3800049,141.3200073,147.4100037,1307294493
3/31/2023,146.8300018,165,143.8999939,164.8999939,1520461315
4/28/2023,164.2700043,169.8500061,159.7799988,169.6799927,969776368
5/31/2023,169.2799988,179.3500061,164.3099976,177.25,1275364523
6/30/2023,177.6999969,194.4799957,176.9309998,193.9700012,1297863403
7/31/2023,193.7799988,198.2299957,186.6000061,196.4499969,996368613
8/31/2023,196.2350006,196.7299957,171.9600067,187.8699951,1323817340
9/29/2023,189.4850006,189.9799957,167.6199951,171.2100067,1337873796
10/31/2023,171.2200012,182.3399963,165.6699982,170.7700043,501619737
11/30/2023,171,192.9299927,170.1300049,189.9499969,1040578051
12/29/2023,190.3300018,199.6199951,187.4600067,192.5299988,1033285674
1/31/2024,187.1499939,196.3800049,180.1699982,184.3999939,1160219323
2/29/2024,183.9850006,191.0500031,179.25,180.75,1161711745
3/28/2024,179.5500031,180.5299988,168.4949951,171.4799957,1073832173
4/30/2024,171.1900024,178.3600006,164.0749969,170.3300018,1246221542
5/31/2024,169.5800018,193,169.1100006,192.25,1336570142
6/28/2024,192.8999939,220.1999969,192.1499939,210.6199951,1670219971
7/31/2024,212.0899963,237.2299957,211.9199982,222.0800018,1153193377
8/30/2024,224.3699951,232.9199982,196,229,1122666993
9/12/2024,228.5500031,229,216.7100067,222.7700043,379925474
