Date,Open,High,Low,Close,Volume
1/31/2000,0.936380029,1.084820032,0.772319973,0.926339984,12554696224
2/29/2000,0.928569973,1.070870042,0.866069973,1.023440003,7319788560
3/31/2000,1.058590055,1.342630029,1.017860055,1.212610006,8699226368
4/28/2000,1.209820032,1.245530009,0.936380029,1.10769999,8662860192
5/31/2000,1.114949942,1.127230048,0.729910016,0.75,9807870912
6/30/2000,0.729910016,1.029019952,0.717630029,0.935270011,8105228880
7/31/2000,0.930800021,1.082589984,0.837050021,0.907369971,5746781208
8/31/2000,0.89843899,1.098209977,0.790180027,1.088170052,5636091384
9/29/2000,1.094859958,1.145089984,0.453119993,0.459820002,14522264400
10/31/2000,0.47656101,0.477679998,0.3125,0.349330008,21906398024
11/30/2000,0.34709999,0.41071099,0.287950009,0.294638991,8488538352
12/29/2000,0.303570002,0.3125,0.243300006,0.265619993,8859857776
1/31/2001,0.265619993,0.40178901,0.25781101,0.386161,13710196360
2/28/2001,0.369419992,0.391739011,0.321429998,0.325888991,7065526496
3/30/2001,0.318080008,0.424111009,0.306919992,0.394111007,10801418880
4/30/2001,0.394461006,0.48428899,0.334820002,0.455179989,11185719384
5/31/2001,0.453750014,0.476788998,0.344639003,0.356249988,7472898776
6/29/2001,0.35946101,0.448211014,0.345539004,0.415179998,7687592024
7/31/2001,0.422138989,0.450361013,0.318789005,0.335539013,8661001720
8/31/2001,0.339460999,0.355361015,0.308569998,0.331250012,5131362992
9/28/2001,0.330361009,0.340710998,0.262138993,0.276960999,5529814752
10/31/2001,0.276611,0.346789002,0.264820009,0.313569993,7566794088
11/30/2001,0.315180004,0.384820014,0.30803901,0.380360991,5370231160
12/31/2001,0.376069993,0.429111004,0.358749986,0.391070008,4630638544
1/31/2002,0.393750012,0.441610992,0.361770004,0.441430002,8521623208
2/28/2002,0.434639007,0.463930011,0.373930007,0.387499988,7837918592
3/28/2002,0.39161101,0.451788992,0.38963899,0.422679991,5301944760
4/30/2002,0.417499989,0.467319995,0.41071099,0.433389008,6434433824
5/31/2002,0.433750004,0.463930011,0.395361006,0.416070014,5979707832
6/28/2002,0.417679995,0.418749988,0.285360992,0.316430002,8726734464
7/31/2002,0.316249996,0.335539013,0.246429995,0.272500008,8136382016
8/30/2002,0.269820005,0.290179998,0.249460995,0.263388991,5166212352
9/30/2002,0.258749992,0.27125001,0.250889003,0.258929998,5300269408
10/31/2002,0.260711014,0.293570012,0.238570005,0.286960989,6625561544
11/29/2002,0.284639001,0.310360998,0.268038988,0.27678901,4528224736
12/31/2002,0.283930004,0.287499994,0.246069998,0.255888999,4544833216
1/31/2003,0.25643,0.27463901,0.242138997,0.25643,6067748064
2/28/2003,0.257319987,0.273211002,0.251069993,0.268038988,4132151576
3/31/2003,0.268038988,0.270711005,0.250710994,0.252499998,3989807416
4/30/2003,0.25356999,0.266961008,0.227138996,0.253930002,7801888864
5/30/2003,0.25446099,0.33928901,0.25,0.320538998,10830128624
6/30/2003,0.323211014,0.351610988,0.29696101,0.340360999,6134349312
7/31/2003,0.336961001,0.385179996,0.330538988,0.376430005,5232659488
8/29/2003,0.375,0.408039004,0.346789002,0.403750002,4314142448
9/30/2003,0.404639006,0.416429996,0.359800011,0.370000005,5359346720
10/31/2003,0.369819999,0.446619987,0.360538989,0.408749998,7053258240
11/28/2003,0.407680005,0.416070014,0.354461014,0.373389006,4982614112
12/31/2003,0.375710994,0.391070008,0.34375,0.38161099,5471483528
1/30/2004,0.384820014,0.443569988,0.378210992,0.402860999,7935010664
2/27/2004,0.401069999,0.430361003,0.387499988,0.427139014,4926396328
3/31/2004,0.430180013,0.502499998,0.421429992,0.482861012,11637937416
4/30/2004,0.480361015,0.528210998,0.455179989,0.460361004,8943036704
5/28/2004,0.46428901,0.513930023,0.455361009,0.501070023,5313017304
6/30/2004,0.496250004,0.610539019,0.493039012,0.581070006,8275369256
7/30/2004,0.572861016,0.600539029,0.513211012,0.577499986,9719442152
8/31/2004,0.55786097,0.628211021,0.530360997,0.615889013,8014667416
9/30/2004,0.612500012,0.701250017,0.610539019,0.69196099,7690007136
10/29/2004,0.698570013,0.949999988,0.672320008,0.935711026,16151206288
11/30/2004,0.9375,1.242319942,0.929279983,1.197319984,17455987920
12/31/2004,1.210530043,1.213389993,1.100000024,1.149999976,16018118536
1/31/2005,1.156780005,1.390890002,1.11785996,1.373209953,25872570136
2/28/2005,1.375360012,1.622859955,1.367499948,1.60213995,21490934920
3/31/2005,1.606780052,1.611070037,1.386780024,1.488209963,14730907380
4/29/2005,1.503209949,1.587499976,1.214280009,1.287860036,19471005372
5/31/2005,1.29321003,1.462139964,1.182500005,1.419970036,12923517096
6/30/2005,1.424640059,1.455710053,1.268569946,1.314640045,11431378840
7/29/2005,1.31535995,1.585000038,1.29606998,1.523210049,10230352300
8/31/2005,1.520359993,1.726070046,1.500710011,1.674640059,9459703204
9/30/2005,1.678570032,1.948570013,1.646070004,1.91463995,12356109948
10/31/2005,1.934280038,2.070709944,1.709640026,2.0567801,18693497172
11/30/2005,2.044280052,2.538209915,2.031069994,2.422139883,13472118212
12/30/2005,2.462500095,2.694999933,2.457499981,2.567500114,13067024516
1/31/2006,2.585000038,3.085710049,2.531069994,2.696779966,21902038004
2/28/2006,2.676779985,2.73071003,2.24642992,2.446069956,18770681272
3/31/2006,2.458570004,2.499639988,2.059639931,2.24000001,23203178320
4/28/2006,2.273930073,2.573210001,2.180350065,2.513930082,20131178396
5/31/2006,2.527499914,2.635710001,2.096070051,2.134639978,15621071564
6/30/2006,2.137500048,2.25357008,1.978929996,2.045360088,17961555556
7/31/2006,2.054280043,2.45107007,1.791429996,2.427139997,17498101012
8/31/2006,2.400710106,2.5,2.234999895,2.423209906,17901736860
9/29/2006,2.445709944,2.777849913,2.422139883,2.749279976,17737791232
10/31/2006,2.682140112,2.950000048,2.59284997,2.895709991,14409363920
11/30/2006,2.896430016,3.327100039,2.778209925,3.273570061,13847853852
12/29/2006,3.278569937,3.297499895,2.741780043,3.029999971,16939906704
1/31/2007,3.081779957,3.492850065,2.924999952,3.061779976,27284611676
2/28/2007,3.079639912,3.243210077,2.959280014,3.021780014,13750316692
3/30/2007,3.001070023,3.458209991,2.991070032,3.318209887,15936287080
4/30/2007,3.36213994,3.660710096,3.200000048,3.564280033,13518345428
5/31/2007,3.5567801,4.363210201,3.519639969,4.328249931,17392004224
6/29/2007,4.324999809,4.557499886,4.121419907,4.358570099,23315191480
7/31/2007,4.323209763,5.318570137,4.260709763,4.705709934,24178377860
8/31/2007,4.772850037,4.987500191,3.986419916,4.945710182,24369230592
9/28/2007,4.997849941,5.535709858,4.642849922,5.481070042,20931837164
10/31/2007,5.522490025,6.789989948,5.461780071,6.783919811,23280031404
11/30/2007,6.735710144,6.881420135,5.379640102,6.50785017,26200564768
12/31/2007,6.494989872,7.248559952,6.321070194,7.074279785,17256268624
1/31/2008,7.116779804,7.152140141,4.505000114,4.834280014,35180603948
2/29/2008,4.865709782,4.878210068,4.122849941,4.465000153,24867391444
3/31/2008,4.444280148,5.20498991,4.214280128,5.124989986,22934617356
4/30/2008,5.224989891,6.428569794,5.128920078,6.212490082,22792929992
5/30/2008,6.248569965,6.865709782,6.142849922,6.74105978,18591136760
6/30/2008,6.735710144,6.783919811,5.862490177,5.979990005,19484922632
7/31/2008,5.86534977,6.461060047,5.233210087,5.676780224,19752416908
8/29/2008,5.710710049,6.44464016,5.461070061,6.054639816,13088530672
9/30/2008,6.157139778,6.196420193,3.592499971,4.059279919,24074977836
10/31/2008,3.997139931,4.157139778,3.035710096,3.842499971,41449767324
11/28/2008,3.783210039,3.992500067,2.826430082,3.309639931,23633596728
12/31/2008,3.260710001,3.700000048,3.019639969,3.048209906,20285232968
1/30/2009,3.067140102,3.470350027,2.792850018,3.218930006,18233172636
2/27/2009,3.182140112,3.678570032,3.089639902,3.189640045,13868751260
3/31/2009,3.147140026,3.927850008,2.940350056,3.75428009,15431423952
4/30/2009,3.717499971,4.542850018,3.710350037,4.493919849,11823872340
